1477-3155;JOURNAL OF NANOBIOTECHNOLOGY;A1
0163-3864;JOURNAL OF NATURAL PRODUCTS (PRINT);A1
1084-8045;JOURNAL OF NETWORK AND COMPUTER APPLICATIONS;A1
0022-3042;JOURNAL OF NEUROCHEMISTRY;A1
1743-0003;JOURNAL OF NEUROENGINEERING AND REHABILITATION;A1
1742-2094;JOURNAL OF NEUROINFLAMMATION;A1
1759-8486;JOURNAL OF NEUROINTERVENTIONAL SURGERY;A1
1557-0576;JOURNAL OF NEUROLOGIC PHYSICAL THERAPY;A1
0022-3050;JOURNAL OF NEUROLOGY, NEUROSURGERY AND PSYCHIATRY;A1
0022-3069;JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY;A1
0022-3085;JOURNAL OF NEUROSURGERY;A1
1547-5654;JOURNAL OF NEUROSURGERY. SPINE;A1
0897-7151;JOURNAL OF NEUROTRAUMA;A1
0929-8215;JOURNAL OF NEW MUSIC RESEARCH;A1
0022-3093;JOURNAL OF NON-CRYSTALLINE SOLIDS;A1
0377-0257;JOURNAL OF NON-NEWTONIAN FLUID MECHANICS (PRINT);A1
0022-3115;JOURNAL OF NUCLEAR MATERIALS;A1
0966-0429;JOURNAL OF NURSING MANAGEMENT (PRINT);A1
1527-6546;JOURNAL OF NURSING SCHOLARSHIP;A1
0955-2863;JOURNAL OF NUTRITIONAL BIOCHEMISTRY;A1
1573-3688;JOURNAL OF OCCUPATIONAL REHABILITATION;A1
1943-0620;JOURNAL OF OPTICAL COMMUNICATIONS AND NETWORKING (PRIN;A1
2000-2297;JOURNAL OF ORAL MICROBIOLOGY (ONLINE);A1
0305-182X;JOURNAL OF ORAL REHABILITATION (PRINT);A1
0022-3263;JOURNAL OF ORGANIC CHEMISTRY;A1
0736-0266;JOURNAL OF ORTHOPAEDIC RESEARCH;A1
0885-3924;JOURNAL OF PAIN AND SYMPTOM MANAGEMENT;A1
1178-7090;JOURNAL OF PAIN RESEARCH;A1
0022-3417;JOURNAL OF PATHOLOGY;A1
1549-8417;JOURNAL OF PATIENT SAFETY;A1
0306-6150;JOURNAL OF PEASANT STUDIES;A1
0277-2116;JOURNAL OF PEDIATRIC GASTROENTEROLOGY AND NUTRITION;A1
0882-5963;JOURNAL OF PEDIATRIC NURSING;A1
0146-8693;JOURNAL OF PEDIATRIC PSYCHOLOGY;A1
0022-3492;JOURNAL OF PERIODONTOLOGY (1970);A1
0022-3891;JOURNAL OF PERSONALITY ASSESSMENT;A1
1612-4758;JOURNAL OF PEST SCIENCE (2004. PRINT);A1
0920-4105;JOURNAL OF PETROLEUM SCIENCE & ENGINEERING;A1
0022-3530;JOURNAL OF PETROLOGY;A1
1011-1344;JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY. B, BIOLOGY;A1
1389-5567;JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY. C, PHOTOCH;A1
0022-3646;JOURNAL OF PHYCOLOGY;A1
1948-7185;JOURNAL OF PHYSICAL CHEMISTRY LETTERS;A1
1932-7447;JOURNAL OF PHYSICAL CHEMISTRY. C;A1
0022-3751;JOURNAL OF PHYSIOLOGY (LONDON. PRINT);A1
1836-9553;JOURNAL OF PHYSIOTHERAPY;A1
0742-3098;JOURNAL OF PINEAL RESEARCH;A1
1600-079X;JOURNAL OF PINEAL RESEARCH (ONLINE);A1
0176-1617;JOURNAL OF PLANT PHYSIOLOGY (PRINT);A1
1073-0451;JOURNAL OF POLITICAL ECOLOGY;A1
0022-3808;JOURNAL OF POLITICAL ECONOMY;A1
0160-3477;JOURNAL OF POST KEYNESIAN ECONOMICS;A1
1557-7821;JOURNAL OF POST KEYNESIAN ECONOMICS (ONLINE);A1
0378-7753;JOURNAL OF POWER SOURCES (PRINT);A1
0959-1524;JOURNAL OF PROCESS CONTROL;A1
1061-0421;JOURNAL OF PRODUCT AND BRAND MANAGEMENT;A1
1883-1958;JOURNAL OF PROSTHODONTIC RESEARCH;A1
1535-3907;JOURNAL OF PROTEOME RESEARCH (ONLINE);A1
1535-3893;JOURNAL OF PROTEOME RESEARCH (PRINT);A1
1874-3919;JOURNAL OF PROTEOMICS (PRINT);A1
0022-3956;JOURNAL OF PSYCHIATRIC RESEARCH;A1
1488-2434;JOURNAL OF PSYCHIATRY AND NEUROSCIENCE;A1
0269-8811;JOURNAL OF PSYCHOPHARMACOLOGY (OXFORD);A1
1461-7285;JOURNAL OF PSYCHOPHARMACOLOGY (OXFORD. ONLINE);A1
0022-3999;JOURNAL OF PSYCHOSOMATIC RESEARCH;A1
1053-1858;JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY;A1
1937-2841;JOURNAL OF PUBLIC DELIBERATION;A1
0047-2727;JOURNAL OF PUBLIC ECONOMICS;A1
0748-4518;JOURNAL OF QUANTITATIVE CRIMINOLOGY;A1
0022-4146;JOURNAL OF REGIONAL SCIENCE;A1
0022-4197;JOURNAL OF RELIGION AND HEALTH;A1
1573-6571;JOURNAL OF RELIGION AND HEALTH (ONLINE);A1
2040-7122;JOURNAL OF RESEARCH IN INTERACTIVE MARKETING;A1
1471-3802;JOURNAL OF RESEARCH IN SPECIAL EDUCATIONAL NEEDS;A1
0969-6989;JOURNAL OF RETAILING AND CONSUMER SERVICES;A1
0148-6055;JOURNAL OF RHEOLOGY (NEW YORK, N.Y.);A1
1674-7755;JOURNAL OF ROCK MECHANICS AND GEOTECHNICAL ENGINEERING;A1
0743-0167;JOURNAL OF RURAL STUDIES;A1
0022-4391;JOURNAL OF SCHOOL HEALTH;A1
0022-4405;JOURNAL OF SCHOOL PSYCHOLOGY;A1
1440-2440;JOURNAL OF SCIENCE AND MEDICINE IN SPORT;A1
1757-5818;JOURNAL OF SERVICE MANAGEMENT (PRINT);A1
0962-1105;JOURNAL OF SLEEP RESEARCH (PRINT);A1
0022-4529;JOURNAL OF SOCIAL HISTORY;A1
1360-6441;JOURNAL OF SOCIOLINGUISTICS (PRINT);A1
0022-460X;JOURNAL OF SOUND AND VIBRATION;A1
1092-4388;JOURNAL OF SPEECH, LANGUAGE, AND HEARING RESEARCH (PRINT;A1
0264-0414;JOURNAL OF SPORTS SCIENCES (PRINT);A1
1548-7660;JOURNAL OF STATISTICAL SOFTWARE;A1
1064-8011;JOURNAL OF STRENGTH AND CONDITIONING RESEARCH;A1
0740-5472;JOURNAL OF SUBSTANCE ABUSE TREATMENT;A1
1096-9098;JOURNAL OF SURGICAL ONCOLOGY;A1
0022-4790;JOURNAL OF SURGICAL ONCOLOGY (PRINT);A1
0966-9582;JOURNAL OF SUSTAINABLE TOURISM (PRINT);A1
1477-2019;JOURNAL OF SYSTEMATIC PALAEONTOLOGY (PRINT);A1
1674-4918;JOURNAL OF SYSTEMATICS AND EVOLUTION (PRINT);A1
0890-8567;JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCEN;A1
0190-9622;JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY;A1
0002-7820;JOURNAL OF THE AMERICAN CERAMIC SOCIETY;A1
0002-7863;JOURNAL OF THE AMERICAN CHEMICAL SOCIETY (PRINT);A1
0735-1097;JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY (PRINT);A1
1072-7515;JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS;A1
0002-8614;JOURNAL OF THE AMERICAN GERIATRICS SOCIETY;A1
2047-9980;JOURNAL OF THE AMERICAN HEART ASSOCIATION;A1
1525-8610;JOURNAL OF THE AMERICAN MEDICAL DIRECTORS ASSOCIATION (P;A1
1067-5027;JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION;A1
1532-2890;JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE;A1
0894-7317;JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY (PR;A1
1046-6673;JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY;A1
0162-1459;JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION;A1
0004-5411;JOURNAL OF THE ASSOCIATION FOR COMPUTING MACHINERY;A1
0013-4651;JOURNAL OF THE ELECTROCHEMICAL SOCIETY;A1
1743-9671;JOURNAL OF THE ENERGY INSTITUTE (PRINT);A1
0926-9959;JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VE;A1
1468-3083;JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VE;A1
0955-2219;JOURNAL OF THE EUROPEAN CERAMIC SOCIETY;A1
1542-4774;JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION;A1
1435-9855;JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY (PRINT);A1
0929-6646;JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION (PRINT);A1
0016-0032;JOURNAL OF THE FRANKLIN INSTITUTE;A1
1474-7480;JOURNAL OF THE INSTITUTE OF MATHEMATICS OF JUSSIEU (PRINT);A1
1758-2652;JOURNAL OF THE INTERNATIONAL AIDS SOCIETY;A1
1355-6177;JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY;A1
0024-6107;JOURNAL OF THE LONDON MATHEMATICAL SOCIETY (PRINT);A1
1751-6161;JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERI;A1
0026-1165;JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN;A1
0027-8874;JOURNAL OF THE NATIONAL CANCER INSTITUTE (PRINT);A1
1742-5689;JOURNAL OF THE ROYAL SOCIETY INTERFACE (PRINT);A1
0964-1998;JOURNAL OF THE ROYAL STATISTICAL SOCIETY. SERIES A. STATISTICS;A1
1369-7412;JOURNAL OF THE ROYAL STATISTICAL SOCIETY. SERIES B, STATISTICA;A1
0022-5223;JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY (PRINT);A1
1556-0864;JOURNAL OF THORACIC ONCOLOGY;A1
1538-7836;JOURNAL OF THROMBOSIS AND HAEMOSTASIS;A1
1932-6254;JOURNAL OF TISSUE ENGINEERING AND REGENERATIVE MEDICINE;A1
1932-7005;JOURNAL OF TISSUE ENGINEERING AND REGENERATIVE MEDICINE;A1
1753-8416;JOURNAL OF TOPOLOGY (PRINT);A1
1093-7404;JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH. PART B,;A1
2214-1405;JOURNAL OF TRANSPORT & HEALTH;A1
0966-6923;JOURNAL OF TRANSPORT GEOGRAPHY;A1
1054-8408;JOURNAL OF TRAVEL & TOURISM MARKETING;A1
0094-1190;JOURNAL OF URBAN ECONOMICS (PRINT);A1
0741-5214;JOURNAL OF VASCULAR SURGERY (PRINT);A1
1100-9233;JOURNAL OF VEGETATION SCIENCE;A1
0891-6640;JOURNAL OF VETERINARY INTERNAL MEDICINE;A1
0022-538X;JOURNAL OF VIROLOGY (PRINT);A1
1047-3203;JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATI;A1
1045-926X;JOURNAL OF VISUAL LANGUAGES AND COMPUTING;A1
0001-8791;JOURNAL OF VOCATIONAL BEHAVIOR (PRINT);A1
0733-9496;JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT;A1
0167-6105;JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMIC;A1
1090-9516;JOURNAL OF WORLD BUSINESS (PRINT);A1
0947-5745;JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESE;A1
1556-4673;JOURNAL ON COMPUTING AND CULTURAL HERITAGE (JOCCH);A1
1077-6958;JOURNALISM & MASS COMMUNICATION EDUCATOR;A1
1758-535X;JOURNALS OF GERONTOLOGY SERIES A: BIOLOGICAL AND MEDICAL;A1
0148-6071;JPEN. JOURNAL OF PARENTERAL AND ENTERAL NUTRITION;A1
1413-7038;JUSTIÇA DO DIREITO (UPF);A1
0022-8877;KANT-STUDIEN;A1
0085-2538;KIDNEY INTERNATIONAL;A1
0942-2056;KNEE SURGERY, SPORTS TRAUMATOLOGY, ARTHROSCOPY;A1
0950-7051;KNOWLEDGE-BASED SYSTEMS;A1
1981-5336;KRITERION: REVISTA DE FILOSOFIA;A1
0066-2399;L¿ANNÉE SOCIOLOGIQUE;A1
1473-0197;LAB ON A CHIP (PRINT);A1
1547-6715;LABOR (DURHAM, N.C.);A1
0023-6837;LABORATORY INVESTIGATION (PRINT);A1
0140-6736;LANCET (BRITISH EDITION);A1
1474-4422;LANCET NEUROLOGY;A1
1474-4422;LANCET NEUROLOGY (PRINT);A1
1470-2045;LANCET ONCOLOGY;A1
1473-3099;LANCET. INFECTIOUS DISEASES (PRINT);A1
1099-145X;LAND DEGRADATION & DEVELOPMENT;A1
0264-8377;LAND USE POLICY;A1
0169-2046;LANDSCAPE AND URBAN PLANNING;A1
0921-2973;LANDSCAPE ECOLOGY;A1
1612-510X;LANDSLIDES (BERLIN. PRINT);A1
0743-7463;LANGMUIR;A1
1520-5827;LANGMUIR;A1
1535-0665;LANGUAGE;A1
0047-4045;LANGUAGE IN SOCIETY (LONDON. PRINT);A1
1547-3341;LANGUAGE LEARNING AND DEVELOPMENT;A1
1568-4555;LANGUAGE POLICY (PERIODICAL. PRINT);A1
0196-8092;LASERS IN SURGERY AND MEDICINE (PRINT);A1
1045-6635;LATIN AMERICAN ANTIQUITY;A1
2325-5080;LATIN AMERICAN ANTIQUITY (ONLINE);A1
1531-426X;LATIN AMERICAN POLITICS AND SOCIETY;A1
0959-4752;LEARNING AND INSTRUCTION;A1
0023-6438;LEBENSMITTEL-WISSENSCHAFT + TECHNOLOGIE / FOOD SCIENCE +;A1
0261-4367;LEISURE STUDIES (PRINT);A1
0870-6182;LER HISTÓRIA;A1
1984-7726;LETRAS DE HOJE (ONLINE);A1
0887-6924;LEUKEMIA;A1
0439-4216;L'HOMME (PARIS. 1961);A1
0024-3205;LIFE SCIENCES (1973);A1
2047-7538;LIGHT: SCIENCE & APPLICATIONS;A1
0024-3590;LIMNOLOGY AND OCEANOGRAPHY;A1
1982-4017;LINGUAGEM EM (DIS)CURSO (ONLINE);A1
1647-8770;LINGUARUM ARENA;A1
0024-3892;LINGUISTIC INQUIRY;A1
0268-1145;LITERARY AND LINGUISTIC COMPUTING;A1
0024-4937;LITHOS (OSLO. PRINT);A1
1527-6465;LIVER TRANSPLANTATION;A1
1871-1413;LIVESTOCK SCIENCE (PRINT);A1
1433-8351;LIVING REVIEWS IN RELATIVITY (ONLINE);A1
0024-6301;LONG RANGE PLANNING;A1
0102-6445;LUA NOVA (IMPRESSO);A1
0169-5002;LUNG CANCER;A1
1532-8600;M E T A B O L I S M C L I N I C A L A N D E X P E R I M E N T A L;A1
1983-6821;MACHADO DE ASSIS EM LINHA;A1
1365-1005;MACROECONOMIC DYNAMICS (PRINT);A1
1616-5187;MACROMOLECULAR BIOSCIENCE (PRINT);A1
1022-1336;MACROMOLECULAR RAPID COMMUNICATIONS;A1
0024-9297;MACROMOLECULES (PRINT);A1
0740-3194;MAGNETIC RESONANCE IN MEDICINE (PRINT);A1
1475-2875;MALARIA JOURNAL (ONLINE);A1
0305-1838;MAMMAL REVIEW (PRINT);A1
1678-4944;MANA (RIO DE JANEIRO. ONLINE);A1
1044-5005;MANAGEMENT ACCOUNTING RESEARCH;A1
0025-1747;MANAGEMENT DECISION;A1
0276-7783;MANAGEMENT INFORMATION SYSTEMS QUARTERLY;A1
1350-5076;MANAGEMENT LEARNING;A1
0025-1909;MANAGEMENT SCIENCE;A1
0100-6045;MANUSCRITO (UNICAMP);A1
0264-8172;MARINE AND PETROLEUM GEOLOGY;A1
0304-4203;MARINE CHEMISTRY (PRINT);A1
1660-3397;MARINE DRUGS;A1
0141-1136;MARINE ENVIRONMENTAL RESEARCH;A1
0025-3227;MARINE GEOLOGY (PRINT);A1
0308-597X;MARINE POLICY;A1
0025-326X;MARINE POLLUTION BULLETIN.;A1
0951-8339;MARINE STRUCTURES;A1
0308-8839;MARITIME POLICY AND MANAGEMENT;A1
0263-4503;MARKETING INTELLIGENCE & PLANNING;A1
0923-0645;MARKETING LETTERS;A1
1470-5931;MARKETING THEORY;A1
0277-7037;MASS SPECTROMETRY REVIEWS (PRINT);A1
0264-1275;MATERIALS & DESIGN;A1
1044-5803;MATERIALS CHARACTERIZATION;A1
2051-6347;MATERIALS HORIZONS;A1
0921-5093;MATERIALS SCIENCE & ENGINEERING. A, STRUCTURAL MATERIALS:;A1
0928-4931;MATERIALS SCIENCE & ENGINEERING. C, BIOMIMETIC MATERIALS, S;A1
1369-7021;MATERIALS TODAY (KIDLINGTON);A1
1740-8695;MATERNAL AND CHILD NUTRITION (PRINT);A1
0218-2025;MATHEMATICAL MODELS AND METHODS IN APPLIED SCIENCES;A1
0025-5610;MATHEMATICAL PROGRAMMING;A1
1867-2949;MATHEMATICAL PROGRAMMING COMPUTATION;A1
0025-5718;MATHEMATICS OF COMPUTATION;A1
0025-5831;MATHEMATISCHE ANNALEN;A1
0945-053X;MATRIX BIOLOGY (PRINT);A1
1982-8160;MATRIZES (ONLINE);A1
0378-5122;MATURITAS (AMSTERDAM);A1
0025-6196;MAYO CLINIC PROCEEDINGS;A1
2150-7511;MBIO (ONLINE);A1
0309-1740;MEAT SCIENCE;A1
0888-3270;MECHANICAL SYSTEMS AND SIGNAL PROCESSING;A1
1537-6494;MECHANICS OF ADVANCED MATERIALS AND STRUCTURES;A1
0094-114X;MECHANISM AND MACHINE THEORY;A1
0957-4158;MECHATRONICS (OXFORD);A1
1365-2923;MEDICAL EDUCATION;A1
0308-0110;MEDICAL EDUCATION (OXFORD. PRINT);A1
1361-8415;MEDICAL IMAGE ANALYSIS (PRINT);A1
1369-3786;MEDICAL MYCOLOGY (OXFORD. PRINT);A1
1234-1010;MEDICAL SCIENCE MONITOR;A1
0198-6325;MEDICINAL RESEARCH REVIEWS (PRINT);A1
0195-9131;MEDICINE AND SCIENCE IN SPORTS AND EXERCISE;A1
1108-9628;MEDITERRANEAN ARCHAEOLOGY AND ARCHAEOMETRY;A1
0025-8385;MEDIUM AEVUM;A1
0960-8931;MELANOMA RESEARCH;A1
0065-9266;MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY;A1
0327-5752;MEMORIA AMERICANA;A1
0090-502X;MEMORY & COGNITION;A1
1984-2201;MERCATOR (FORTALEZA. ONLINE);A1
1096-7176;METABOLIC ENGINEERING (PRINT);A1
0026-0495;METABOLISM, CLINICAL AND EXPERIMENTAL (PRINT);A1
1756-5901;METALLOMICS (PRINT);A1
0026-1068;METAPHILOSOPHY (OXFORD);A1
2041-210X;METHODS IN ECOLOGY AND EVOLUTION;A1
0095-3628;MICROBIAL ECOLOGY;A1
2049-2618;MICROBIOME;A1
1387-1811;MICROPOROUS AND MESOPOROUS MATERIALS (PRINT);A1
2211-5374;MICRORNA (ONLINE);A1
0026-3672;MIKROCHIMICA ACTA (1966. PRINT);A1
1868-8527;MINDFULNESS;A1
0026-4598;MINERALIUM DEPOSITA;A1
0892-6875;MINERALS ENGINEERING;A1
0026-4806;MINERVA MEDICA: A JOURNAL ON INTERNAL MEDICINE;A1
1827-1715;MINERVA PEDIATRICA;A1
0026-4946;MINERVA PEDIATRICA: A JOURNAL ON PEDIATRICS, NEONATOLOGY;A1
0938-8249;MIR. MANAGEMENT INTERNATIONAL REVIEW (1990);A1
1381-2386;MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE;A1
1759-8753;MOBILE DNA;A1
0764-583X;MODÉLISATION MATHÉMATIQUE ET ANALYSE NUMÉRIQUE (IMPRIM;A1
0893-3952;MODERN PATHOLOGY;A1
1535-9476;MOLECULAR & CELLULAR PROTEOMICS;A1
0098-2997;MOLECULAR ASPECTS OF MEDICINE;A1
0737-4038;MOLECULAR BIOLOGY AND EVOLUTION;A1
1380-3743;MOLECULAR BREEDING;A1
1476-4598;MOLECULAR CANCER;A1
1535-7163;MOLECULAR CANCER THERAPEUTICS;A1
1097-2765;MOLECULAR CELL;A1
0962-1083;MOLECULAR ECOLOGY (PRINT);A1
1755-0998;MOLECULAR ECOLOGY RESOURCES (ONLINE);A1
1360-9947;MOLECULAR HUMAN REPRODUCTION (PRINT);A1
1536-1632;MOLECULAR IMAGING AND BIOLOGY;A1
2212-8778;MOLECULAR METABOLISM;A1
0893-7648;MOLECULAR NEUROBIOLOGY;A1
1750-1326;MOLECULAR NEURODEGENERATION;A1
1613-4133;MOLECULAR NUTRITION & FOOD RESEARCH;A1
1613-4125;MOLECULAR NUTRITION & FOOD RESEARCH (PRINT);A1
2041-1006;MOLECULAR ORAL MICROBIOLOGY;A1
1543-8384;MOLECULAR PHARMACEUTICS (PRINT);A1
1055-7903;MOLECULAR PHYLOGENETICS AND EVOLUTION (PRINT);A1
1674-2052;MOLECULAR PLANT (PRINT);A1
1464-6722;MOLECULAR PLANT PATHOLOGY;A1
1364-3703;MOLECULAR PLANT PATHOLOGY (ONLINE);A1
0894-0282;MOLECULAR PLANT-MICROBE INTERACTIONS;A1
1359-4184;MOLECULAR PSYCHIATRY;A1
1040-452X;MOLECULAR REPRODUCTION AND DEVELOPMENT;A1
1098-2795;MOLECULAR REPRODUCTION AND DEVELOPMENT (ONLINE);A1
1525-0016;MOLECULAR THERAPY (PRINT);A1
2162-2531;MOLECULAR THERAPY ¿ NUCLEIC ACIDS;A1
2500-8013;MOMENTO ¿ REVISTA DE FÍSICA;A1
0149-2195;MORBIDITY AND MORTALITY WEEKLY REPORT (PRINT);A1
0885-3185;MOVEMENT DISORDERS;A1
2379-5077;MSYSTEMS;A1
1933-0219;MUCOSAL IMMUNOLOGY;A1
1352-4585;MULTIPLE SCLEROSIS;A1
1461-3808;MUSIC EDUCATION RESEARCH (PRINT);A1
0730-7829;MUSIC PERCEPTION;A1
1676-3939;MÚSICA HODIE;A1
1029-8649;MUSICAE SCIENTIAE;A1
1383-5742;MUTATION RESEARCH. REVIEWS IN MUTATION RESEARCH (PRINT);A1
1314-4049;MYCOKEYS;A1
0933-7407;MYCOSES (BERLIN);A1
2211-2855;NANO ENERGY;A1
1530-6984;NANO LETTERS;A1
1530-6992;NANO LETTERS (ONLINE);A1
1998-0124;NANO RESEARCH (PRINT);A1
2452-0748;NANOIMPACT;A1
1743-5889;NANOMEDICINE;A1
1549-9634;NANOMEDICINE: NANOTECHNOLOGY, BIOLOGY AND MEDICINE;A1
2150-5551;NANO-MICRO LETTERS;A1
2055-6764;NANOSCALE HORIZONS (ONLINE);A1
1177-8903;NANOTECHNOLOGY, SCIENCE AND APPLICATIONS;A1
1743-5390;NANOTOXICOLOGY.;A1
1351-3249;NATURAL LANGUAGE ENGINEERING (PRINT);A1
0265-0568;NATURAL PRODUCT REPORTS (PRINT);A1
0028-0836;NATURE (LONDON);A1
1476-4687;NATURE (ONLINE);A1
1087-0156;NATURE BIOTECHNOLOGY (PRINT);A1
1465-7392;NATURE CELL BIOLOGY;A1
1552-4450;NATURE CHEMICAL BIOLOGY;A1
1755-4330;NATURE CHEMISTRY;A1
1758-6798;NATURE CLIMATE CHANGE;A1
2041-1723;NATURE COMMUNICATIONS;A1
2397-334X;NATURE ECOLOGY & EVOLUTION;A1
1546-1718;NATURE GENETICS (ONLINE);A1
1752-0894;NATURE GEOSCIENCE (PRINT);A1
2397-3374;NATURE HUMAN BEHAVIOUR;A1
1529-2916;NATURE IMMUNOLOGY;A1
1529-2908;NATURE IMMUNOLOGY (PRINT);A1
1476-1122;NATURE MATERIALS (PRINT);A1
1078-8956;NATURE MEDICINE (PRINT);A1
1548-7091;NATURE METHODS;A1
2058-5276;NATURE MICROBIOLOGY;A1
1748-3387;NATURE NANOTECHNOLOGY (PRINT);A1
1097-6256;NATURE NEUROSCIENCE (PRINT);A1
1745-2473;NATURE PHYSICS (PRINT);A1
2055-0278;NATURE PLANTS;A1
1750-2799;NATURE PROTOCOLS (ONLINE): RECIPES FOR RESEARCHERS;A1
1754-2189;NATURE PROTOCOLS (PRINT);A1
1740-1526;NATURE REVIEW, MICROBIOLOGY (PRINT);A1
2056-676X;NATURE REVIEWS DISEASE PRIMERS;A1
1759-5061;NATURE REVIEWS NEPHROLOGY;A1
1759-4790;NATURE REVIEWS RHEUMATOLOGY;A1
1474-175X;NATURE REVIEWS. CANCER (PRINT);A1
1759-5029;NATURE REVIEWS. ENDOCRINOLOGY (PRINT);A1
1759-5045;NATURE REVIEWS. GASTROENTEROLOGY & HEPATOLOGY (PRINT);A1
1474-1733;NATURE REVIEWS. IMMUNOLOGY (PRINT);A1
1759-4812;NATURE REVIEWS. UROLOGY (PRINT);A1
0963-8695;NDT & E INTERNATIONAL;A1
0931-0509;NEPHROLOGY, DIALYSIS, TRANSPLANTATION (PRINT);A1
1566-113X;NETWORKS AND SPATIAL ECONOMICS;A1
1433-3058;NEURAL COMPUTING & APPLICATIONS (INTERNET);A1
0941-0643;NEURAL COMPUTING & APPLICATIONS (PRINT);A1
0893-6080;NEURAL NETWORKS;A1
0197-4580;NEUROBIOLOGY OF AGING;A1
0969-9961;NEUROBIOLOGY OF DISEASE;A1
1095-9564;NEUROBIOLOGY OF LEARNING AND MEMORY (ONLINE);A1
1074-7427;NEUROBIOLOGY OF LEARNING AND MEMORY (PRINT);A1
2352-2895;NEUROBIOLOGY OF STRESS;A1
1365-2982;NEUROGASTROENTEROLOGY & MOTILITY (ONLINE);A1
1350-1925;NEUROGASTROENTEROLOGY AND MOTILITY (PRINT);A1
1053-8119;NEUROIMAGE (ORLANDO, FLA. PRINT);A1
2213-1582;NEUROIMAGE: CLINICAL;A1
1539-2791;NEUROINFORMATICS (TOTOWA);A1
1526-632X;NEUROLOGY (ONLINE);A1
2332-7812;NEUROLOGY¿ NEUROIMMUNOLOGY & NEUROINFLAMMATION;A1
0896-6273;NEURON (CAMBRIDGE, MASS.);A1
1522-8517;NEURO-ONCOLOGY (CHARLOTTESVILLE, VA.);A1
0305-1846;NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY (PRINT);A1
0174-304X;NEUROPEDIATRICS;A1
0028-3908;NEUROPHARMACOLOGY;A1
2329-423X;NEUROPHOTONICS;A1
0893-133X;NEUROPSYCHOPHARMACOLOGY (NEW YORK, N.Y.);A1
1545-9683;NEUROREHABILITATION AND NEURAL REPAIR;A1
0149-7634;NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS;A1
0148-396X;NEUROSURGERY;A1
1092-0684;NEUROSURGICAL FOCUS;A1
1933-7213;NEUROTHERAPEUTICS (AMERICAN SOCIETY FOR EXPERIMENTAL NE;A1
0733-2467;NEUROUROLOGY AND URODYNAMICS (PRINT);A1
1533-4406;NEW ENGLAND JOURNAL OF MEDICINE (ONLINE);A1
0169-4286;NEW FORESTS;A1
0028-6060;NEW LEFT REVIEW;A1
1461-4448;NEW MEDIA & SOCIETY (PRINT);A1
1469-8137;NEW PHYTOLOGIST (ONLINE);A1
1356-3467;NEW POLITICAL ECONOMY;A1
1462-2203;NICOTINE & TOBACCO RESEARCH;A1
1469-994X;NICOTINE & TOBACCO RESEARCH (ONLINE);A1
0342-1422;NIETZSCHE-STUDIEN;A1
1089-8603;NITRIC OXIDE (PRINT);A1
0952-3480;NMR IN BIOMEDICINE;A1
1463-1741;NOISE & HEALTH;A1
1751-570X;NONLINEAR ANALYSIS. HYBRID SYSTEMS;A1
0924-090X;NONLINEAR DYNAMICS;A1
0951-7715;NONLINEARITY (BRISTOL. PRINT);A1
0899-7640;NONPROFIT AND VOLUNTARY SECTOR QUARTERLY;A1
0809-8131;NORDIC JOURNAL OF MUSIC THERAPY;A1
0029-4624;NOUS (BLOOMINGTON, INDIANA);A1
0101-3300;NOVOS ESTUDOS CEBRAP (IMPRESSO);A1
2175-0491;NOVOS ESTUDOS JURÍDICOS (ONLINE);A1
